Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT1G58360.1,AT1G58360,AAP1,1.00,UP,9.35,1,amino acid permease 1
AT1G58440.1,AT1G58440,XF1,1.00,UP,7.07,1,squalene monooxygenase
AT1G58590.1,AT1G58590,,1.00,UP,10.73,1,other RNA
AT1G59610.1,AT1G59610,CF1,1.00,UP,8.40,1,dynamin-2B
AT1G59750.3,AT1G59750,ARF1,1.00,UP,12.75,1,auxin response factor 1
AT1G59830.1,AT1G59830,PP2A-1,1.00,UP,10.92,1,serine/threonine-protein phosphatase PP2A-1 catalytic subunit
AT1G59870.1,AT1G59870,PDR8,1.00,UP,58.02,1,ABC transporter G family member 36
AT1G59990.1,AT1G59990,,1.00,UP,7.95,1,DEAD-box ATP-dependent RNA helicase 22
AT1G60000.1,AT1G60000,,1.00,UP,22.72,1,RNA recognition motif-containing protein
AT1G60010.1,AT1G60010,,1.00,UP,22.60,1,uncharacterized protein
AT1G60070.1,AT1G60070,,1.00,UP,13.52,1,AP-1 complex subunit gamma-2
AT1G60200.1,AT1G60200,,1.00,UP,9.44,1,RNA-binding protein 25
AT1G60420.1,AT1G60420,,1.00,UP,10.40,1,putative nucleoredoxin 1
AT1G60550.1,AT1G60550,ECHID,1.00,UP,30.47,1,naphthoate synthase
AT1G60680.1,AT1G60680,,1.00,UP,7.15,1,NAD(P)-linked oxidoreductase-like protein
AT1G60710.1,AT1G60710,ATB2,1.00,UP,28.44,1,NAD(P)-linked oxidoreductase-like protein
AT1G60780.1,AT1G60780,HAP13,1.00,UP,15.14,1,AP-1 complex subunit mu
AT1G60800.1,AT1G60800,NIK3,1.00,UP,9.72,1,NSP-interacting kinase 3
AT1G60810.1,AT1G60810,ACLA-2,1.00,UP,12.53,1,ATP-citrate lyase A-2
AT1G60870.1,AT1G60870,MEE9,1.00,UP,39.27,1,maternal effect embryo arrest 9 protein
AT1G60900.1,AT1G60900,,1.00,UP,14.54,1,Splicing factor U2af large subunit B
AT1G60940.2,AT1G60940,SRK2B,1.00,UP,10.74,1,serine/threonine-protein kinase SRK2B
AT1G60989.1,AT1G60989,SCRL7,1.00,UP,39.90,1,defensin-like protein 249
AT1G61250.1,AT1G61250,SC3,1.00,UP,14.15,1,secretory carrier-associated membrane protein 3
AT1G61250.2,AT1G61250,SC3,1.00,UP,22.90,1,secretory carrier-associated membrane protein 3
AT1G61275.1,AT1G61275,U12,1.00,UP,228.53,1,U12snRNA
AT1G61380.1,AT1G61380,SD1-29,1.00,UP,7.95,1,protein S-domain-1 29
AT1G61520.1,AT1G61520,LHCA3,1.00,UP,482.71,1,light-harvesting complex I chlorophyll a/b binding protein 3
AT1G61520.2,AT1G61520,LHCA3,1.00,UP,134.74,1,light-harvesting complex I chlorophyll a/b binding protein 3
AT1G61570.1,AT1G61570,TIM13,1.00,UP,66.58,1,mitochondrial import inner membrane translocase subunit Tim13
AT1G61740.1,AT1G61740,,1.00,UP,21.36,1,Sulfite exporter TauE/SafE family protein
AT1G61780.1,AT1G61780,,1.00,UP,20.15,1,postsynaptic-related protein
AT1G61790.1,AT1G61790,,1.00,UP,25.58,1,OST3 and OST6 domain-containing protein
AT1G62020.1,AT1G62020,,1.00,UP,8.55,1,coatomer subunit alpha-1
AT1G62370.1,AT1G62370,,1.00,UP,11.28,1,RING/U-box domain-containing protein
AT1G62380.1,AT1G62380,ACO2,1.00,UP,234.74,1,aminocyclopropanecarboxylate oxidase
AT1G62390.1,AT1G62390,Phox2,1.00,UP,16.75,1,octicosapeptide/Phox/Be.1 domain-containing protein
AT1G62480.1,AT1G62480,,1.00,UP,133.56,1,Vacuolar calcium-binding protein-like protein
AT1G62510.1,AT1G62510,,1.00,UP,15.32,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G62600.1,AT1G62600,,1.00,UP,14.57,1,flavin-containing monooxygenase-like protein
AT1G62660.1,AT1G62660,,1.00,UP,10.09,1,beta-fructofuranosidase
AT1G62750.1,AT1G62750,ATSCO1,1.00,UP,67.21,1,elongation factor EF-G
AT1G62780.1,AT1G62780,,1.00,UP,53.23,1,uncharacterized protein
AT1G62790.1,AT1G62790,,1.00,UP,31.06,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G62790.2,AT1G62790,,1.00,UP,22.18,1,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G63010.1,AT1G63010,,1.00,UP,10.00,1,Major Facilitator Superfamily with SPX domain-containing protein
AT1G63110.1,AT1G63110,,1.00,UP,7.36,1,GPI transamidase subunit PIG-U
AT1G63170.1,AT1G63170,,1.00,UP,20.48,1,E3 ubiquitin-protein ligase
AT1G63220.2,AT1G63220,,1.00,UP,21.46,1,calcium-dependent lipid-binding domain-containing protein
AT1G63290.1,AT1G63290,,1.00,UP,8.83,1,putative D-ribulose-5-phosphate 3-epimerase
AT1G63470.1,AT1G63470,,1.00,UP,7.29,1,AT hook motif DNA-binding family protein
AT1G63500.1,AT1G63500,,1.00,UP,10.52,1,Protein kinase protein with tetratricopeptide repeat domain
AT1G63610.1,AT1G63610,,1.00,UP,6.90,1,uncharacterized protein
AT1G63680.1,AT1G63680,ATMURE,1.00,UP,11.07,1,Mur-ligase; Mur-ligase-C and Mur-ligase-M domain-containing protein
AT1G63770.4,AT1G63770,,1.00,UP,11.89,1,Peptidase M1 family protein
AT1G63800.1,AT1G63800,UBC5,1.00,UP,28.50,1,ubiquitin-conjugating enzyme E2 5
AT1G63830.1,AT1G63830,,1.00,UP,12.02,1,PLAC8-like protein
AT1G63940.1,AT1G63940,MDAR6,1.00,UP,19.74,1,Monodehydroascorbate reductase
AT1G63980.1,AT1G63980,,1.00,UP,20.98,1,D111/G-patch domain-containing protein
AT1G64040.1,AT1G64040,TOPP3,1.00,UP,14.19,1,serine/threonine-protein phosphatase PP1 isozyme 3
AT1G64090.1,AT1G64090,RTNLB3,1.00,UP,23.92,1,reticulon-like protein B3
AT1G64105.1,AT1G64105,ANAC027,1.00,UP,24.51,1,NAC domain containing protein 27
AT1G64142.1,AT1G64142,CPuORF23,1.00,UP,12.39,1,conserved peptide upstream open reading frame 23
AT1G64190.1,AT1G64190,,1.00,UP,8.26,1,6-phosphogluconate dehydrogenase
AT1G64230.1,AT1G64230,UBC28,1.00,UP,102.10,1,ubiquitin-conjugating enzyme E2 28
AT1G64230.2,AT1G64230,UBC28,1.00,UP,21.39,1,ubiquitin-conjugating enzyme E2 28
AT1G64355.1,AT1G64355,,1.00,UP,30.30,1,uncharacterized protein
AT1G64370.1,AT1G64370,,1.00,UP,90.56,1,uncharacterized protein
AT1G64390.1,AT1G64390,AtGH9C2,1.00,UP,15.07,1,endoglucanase 6
AT1G64490.1,AT1G64490,,1.00,UP,13.42,1,DEK; chromatin associated protein
AT1G64500.1,AT1G64500,,1.00,UP,58.62,1,glutaredoxin-like protein
AT1G64510.1,AT1G64510,,1.00,UP,98.88,1,30S ribosomal protein S6 alpha
AT1G64550.1,AT1G64550,ATGCN3,1.00,UP,12.59,1,ABC transporter F family member 3
AT1G64572.1,AT1G64572,,1.00,UP,12.33,1,Unknown gene
AT1G64640.1,AT1G64640,ENODL8,1.00,UP,42.54,1,early nodulin-like protein 8
AT1G64650.1,AT1G64650,,1.00,UP,28.02,1,general substrate transporter-like protein
AT1G64660.1,AT1G64660,ATMGL,1.00,UP,7.82,1,methionine gamma-lyase
AT1G64670.1,AT1G64670,BDG1,1.00,UP,8.57,1,alpha/beta-hydrolase domain-containing protein
AT1G64680.1,AT1G64680,,1.00,UP,26.40,1,uncharacterized protein
AT1G64710.2,AT1G64710,,1.00,UP,18.24,1,putative alcohol dehydrogenase
AT1G64720.1,AT1G64720,CP5,1.00,UP,319.51,1,Polyketide cyclase/dehydrase and lipid transport-like protein
AT1G64770.1,AT1G64770,NDF2,1.00,UP,30.59,1,NDH-dependent cyclic electron flow 1
AT1G64780.1,AT1G64780,AMT1,1.00,UP,24.59,1,ammonium transporter 1;2
AT1G64860.1,AT1G64860,SIGA,1.00,UP,23.05,1,sigma factor A
AT1G64900.1,AT1G64900,CYP89A2,1.00,UP,9.92,1,cytochrome P450 89A2
AT1G64970.1,AT1G64970,VTE4,1.00,UP,9.25,1,tocopherol O-methyltransferase
AT1G64980.1,AT1G64980,,1.00,UP,10.39,1,Nucleotide-diphospho-sugar transferases superfamily protein
AT1G65220.1,AT1G65220,,1.00,UP,15.89,1,armadillo/beta-catenin-like repeat-containing protein
AT1G65230.1,AT1G65230,,1.00,UP,23.70,1,uncharacterized protein
AT1G65260.1,AT1G65260,PTAC4,1.00,UP,41.35,1,plastid transcriptionally active 4
AT1G65270.2,AT1G65270,,1.00,UP,15.77,1,uncharacterized protein
AT1G65290.1,AT1G65290,mtACP2,1.00,UP,75.10,1,NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1
AT1G65295.1,AT1G65295,,1.00,UP,20.68,1,uncharacterized protein
AT1G65370.1,AT1G65370,,1.00,UP,13.94,1,meprin and TRAF homology domain-containing protein
AT1G65430.1,AT1G65430,ARI8,1.00,UP,12.02,1,putative E3 ubiquitin-protein ligase ARI8
AT1G65440.1,AT1G65440,GTB1,1.00,UP,12.82,1,transcription elongation factor SPT6
AT1G65490.1,AT1G65490,,1.00,UP,23.44,1,uncharacterized protein
AT1G65500.1,AT1G65500,,1.00,UP,31.92,1,uncharacterized protein
AT1G65541.1,AT1G65541,,1.00,UP,654.98,1,uncharacterized protein
AT1G65580.1,AT1G65580,FRA3,1.00,UP,9.00,1,Type II inositol-1;4;5-trisphosphate 5-phosphatase FRA3
AT1G65720.1,AT1G65720,,1.00,UP,118.45,1,uncharacterized protein
AT1G65820.1,AT1G65820,,1.00,UP,30.39,1,glutathione S-transferase
AT1G65930.1,AT1G65930,cICDH,1.00,UP,132.35,1,isocitrate dehydrogenase
AT1G65960.1,AT1G65960,GAD2,1.00,UP,8.94,1,glutamate decarboxylase 2
AT1G65960.2,AT1G65960,GAD2,1.00,UP,47.87,1,glutamate decarboxylase 2
AT1G65980.1,AT1G65980,TPX1,1.00,UP,71.05,1,peroxiredoxin-2B
AT1G66100.1,AT1G66100,,1.00,UP,14.00,1,thionin
AT1G66130.1,AT1G66130,,1.00,UP,14.46,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT1G66140.1,AT1G66140,ZFP4,1.00,UP,9.90,1,zinc finger protein 4
AT1G66180.1,AT1G66180,,1.00,UP,61.22,1,aspartyl protease-like protein
AT1G66200.1,AT1G66200,ATGSR2,1.00,UP,69.51,1,glutamine synthetase cytosolic isozyme 1-2
AT1G66200.3,AT1G66200,ATGSR2,1.00,UP,67.69,1,glutamine synthetase cytosolic isozyme 1-2
AT1G66240.1,AT1G66240,ATATX1,1.00,UP,111.56,1,homolog of anti-oxidant 1
AT1G66260.1,AT1G66260,,1.00,UP,39.94,1,RNA recognition motif-containing protein
AT1G66270.2,AT1G66270,BGLU21,1.00,UP,19.46,1,beta-glucosidase 21
AT1G66330.2,AT1G66330,,1.00,UP,11.37,1,putative senescence-associated protein
AT1G66410.1,AT1G66410,CAM4,1.00,UP,29.10,1,calmodulin 4
AT1G66410.2,AT1G66410,CAM4,1.00,UP,16.33,1,calmodulin 4
AT1G66430.1,AT1G66430,,1.00,UP,28.07,1,fructokinase
AT1G66670.1,AT1G66670,CLPP3,1.00,UP,20.25,1,ATP-dependent Clp protease proteolytic subunit 3
AT1G66940.1,AT1G66940,,1.00,UP,14.96,1,protein kinase-related protein
AT1G66970.1,AT1G66970,SVL2,1.00,UP,15.54,1,putative glycerophosphoryl diester phosphodiesterase 3
AT1G67080.1,AT1G67080,ABA4,1.00,UP,17.81,1,abscisic acid (aba)-deficient 4 protein
AT1G67090.1,AT1G67090,RBCS1A,1.00,UP,3857.42,1,ribulose bisphosphate carboxylase small chain 1A
AT1G67105.1,AT1G67105,,1.00,UP,17.69,1,other RNA
AT1G67195.1,AT1G67195,MIR414,1.00,UP,29.95,1,MIR414 (MICRORNA 414)
AT1G67230.1,AT1G67230,LINC1,1.00,UP,8.68,1,protein little nuclei1
AT1G67250.1,AT1G67250,,1.00,UP,26.49,1,proteasome maturation protein
AT1G67280.1,AT1G67280,,1.00,UP,48.01,1,putative lactoylglutathione lyase; chloroplast
AT1G67340.1,AT1G67340,,1.00,UP,8.78,1,zinc finger (MYND type) family protein / F-box family protein
AT1G67350.1,AT1G67350,,1.00,UP,18.82,1,uncharacterized protein
AT1G67350.2,AT1G67350,,1.00,UP,21.99,1,uncharacterized protein
AT1G67360.1,AT1G67360,,1.00,UP,6.97,1,Rubber elongation factor protein (REF)
AT1G67430.1,AT1G67430,,1.00,UP,167.65,1,60S ribosomal protein L17-2
AT1G67430.2,AT1G67430,,1.00,UP,9.04,1,60S ribosomal protein L17-2
AT1G67480.2,AT1G67480,,1.00,UP,18.56,1,F-box/kelch-repeat protein
AT1G67580.2,AT1G67580,,1.00,UP,8.35,1,protein kinase-like protein
AT1G67700.1,AT1G67700,,1.00,UP,15.27,1,uncharacterized protein
AT1G67700.2,AT1G67700,,1.00,UP,47.30,1,uncharacterized protein
AT1G67730.1,AT1G67730,KCR1,1.00,UP,22.12,1,beta-ketoacyl reductase 1
AT1G67740.1,AT1G67740,PSBY,1.00,UP,502.52,1,photosystem II protein psbY-2
AT1G67785.1,AT1G67785,,1.00,UP,461.60,1,uncharacterized protein
AT1G67840.1,AT1G67840,CSK,1.00,UP,12.36,1,chloroplast sensor kinase
AT1G67860.1,AT1G67860,,1.00,UP,95.69,1,uncharacterized protein
AT1G67865.1,AT1G67865,,1.00,UP,63.70,1,uncharacterized protein
AT1G67870.1,AT1G67870,,1.00,UP,87.00,1,glycine-rich protein
AT1G67930.1,AT1G67930,,1.00,UP,8.38,1,Golgi transport complex-related protein
AT1G67950.2,AT1G67950,,1.00,UP,7.88,1,RNA recognition motif-containing protein
AT1G68010.1,AT1G68010,HPR,1.00,UP,97.20,1,hydroxypyruvate reductase
AT1G68010.2,AT1G68010,HPR,1.00,UP,85.17,1,hydroxypyruvate reductase
AT1G68060.1,AT1G68060,ATMAP70-1,1.00,UP,8.44,1,microtubule-associated proteins 70-1
AT1G68070.1,AT1G68070,,1.00,UP,9.50,1,C3HC4-type RING finger domain-containing protein
AT1G68140.1,AT1G68140,,1.00,UP,8.35,1,uncharacterized protein
AT1G68238.1,AT1G68238,,1.00,UP,336.06,1,uncharacterized protein
AT1G68300.1,AT1G68300,,1.00,UP,38.87,1,universal stress protein domain-containing protein
AT1G68440.1,AT1G68440,,1.00,UP,33.95,1,uncharacterized protein
AT1G68490.1,AT1G68490,,1.00,UP,13.60,1,uncharacterized protein
AT1G68520.1,AT1G68520,,1.00,UP,105.30,1,zinc finger protein CONSTANS-LIKE 6
AT1G68560.1,AT1G68560,ATXYL1,1.00,UP,39.41,1,alpha-xylosidase 1
AT1G68568.1,AT1G68568,,1.00,UP,11.73,1,other RNA
AT1G68590.1,AT1G68590,,1.00,UP,97.27,1,30S ribosomal protein 3-1
AT1G68590.2,AT1G68590,,1.00,UP,45.78,1,30S ribosomal protein 3-1
AT1G68660.1,AT1G68660,,1.00,UP,8.09,1,ATP-dependent Clp protease adaptor protein ClpS
AT1G68660.2,AT1G68660,,1.00,UP,39.45,1,ATP-dependent Clp protease adaptor protein ClpS
AT1G68670.1,AT1G68670,,1.00,UP,11.78,1,myb-like transcription factor-like protein
AT1G68760.1,AT1G68760,ATNUDT1,1.00,UP,24.18,1,nudix hydrolase 1
AT1G68830.1,AT1G68830,STN7,1.00,UP,20.75,1,serine/threonine-protein kinase SNT7
AT1G68840.1,AT1G68840,TEM2,1.00,UP,23.55,1,AP2/ERF and B3 domain-containing transcription factor RAV2
AT1G68945.1,AT1G68945,,1.00,UP,86.19,1,uncharacterized protein
AT1G69160.1,AT1G69160,,1.00,UP,6.91,1,uncharacterized protein
AT1G69252.1,AT1G69252,,1.00,UP,26.55,1,.
AT1G69295.1,AT1G69295,PDCB4,1.00,UP,10.28,1,plasmodesmata callose-binding protein 4
AT1G69340.1,AT1G69340,,1.00,UP,9.79,1,appr-1-p processing enzyme-like protein
AT1G69390.1,AT1G69390,ATMINE1,1.00,UP,10.49,1,bacterial MinE 1-like protein
AT1G69410.1,AT1G69410,ATELF5A-3,1.00,UP,40.47,1,translation initiation factor eIF-5A
AT1G69420.1,AT1G69420,,1.00,UP,12.62,1,putative S-acyltransferase
AT1G69460.1,AT1G69460,,1.00,UP,20.46,1,emp24/gp25L/p24 family/GOLD domain-containing protein
AT1G69510.1,AT1G69510,,1.00,UP,19.21,1,cAMP-regulated phosphoprotein 19-related protein
AT1G69510.3,AT1G69510,,1.00,UP,26.24,1,cAMP-regulated phosphoprotein 19-related protein
AT1G69530.1,AT1G69530,EXP1,1.00,UP,10.24,1,expansin A1
AT1G69530.2,AT1G69530,EXP1,1.00,UP,74.66,1,expansin A1
AT1G69640.1,AT1G69640,SBH1,1.00,UP,10.78,1,sphingoid base hydroxylase 1
AT1G69740.2,AT1G69740,HEMB1,1.00,UP,45.70,1,delta-aminolevulinic acid dehydratase
AT1G69830.1,AT1G69830,ATAMY3,1.00,UP,15.03,1,alpha-amylase-like 3
AT1G69850.1,AT1G69850,ATNRT1:2,1.00,UP,13.88,1,nitrate transporter 1:2
AT1G69935.1,AT1G69935,SHW1,1.00,UP,21.12,1,short hypocotyl in white light1 protein
AT1G69960.1,AT1G69960,PP2A,1.00,UP,17.19,1,serine/threonine-protein phosphatase PP2A-5 catalytic subunit
AT1G70160.1,AT1G70160,,1.00,UP,14.25,1,uncharacterized protein
AT1G70230.1,AT1G70230,TBL27,1.00,UP,8.19,1,trichome birefringence-like 27 protein
AT1G70290.1,AT1G70290,ATTPS8,1.00,UP,13.78,1,putative alpha;alpha-trehalose-phosphate synthase
AT1G70310.1,AT1G70310,SPDS2,1.00,UP,29.19,1,Spermidine synthase 2
AT1G70320.1,AT1G70320,UPL2,1.00,UP,8.47,1,ubiquitin-protein ligase 2
AT1G70330.1,AT1G70330,ENT1;AT,1.00,UP,11.25,1,equilibrative nucleotide transporter 1
AT1G70370.2,AT1G70370,PG2,1.00,UP,21.29,1,putative polygalacturonase non-catalytic subunit JP650
AT1G70410.1,AT1G70410,ATBCA4,1.00,UP,14.13,1,beta carbonic anhydrase 4
AT1G70410.2,AT1G70410,ATBCA4,1.00,UP,28.97,1,beta carbonic anhydrase 4
AT1G70490.1,AT1G70490,ARFA1D,1.00,UP,51.31,1,ADP-ribosylation factor 2
AT1G70490.2,AT1G70490,ARFA1D,1.00,UP,52.32,1,ADP-ribosylation factor 2
AT1G70580.1,AT1G70580,GGT2,1.00,UP,13.01,1,alanine-2-oxoglutarate aminotransferase 2
AT1G70600.1,AT1G70600,,1.00,UP,508.67,1,60S ribosomal protein L27a-3
AT1G70660.1,AT1G70660,MMZ2,1.00,UP,17.46,1,ubiquitin-conjugating enzyme E2 variant 1B
AT1G70700.1,AT1G70700,JAZ9,1.00,UP,19.49,1,protein TIFY 7
AT1G70730.1,AT1G70730,PGM2,1.00,UP,23.23,1,phosphoglucomutase
AT1G70760.1,AT1G70760,CRR23,1.00,UP,53.76,1,inorganic carbon transport protein-related protein
AT1G70770.2,AT1G70770,,1.00,UP,16.51,1,uncharacterized protein
AT1G70782.1,AT1G70782,CPuORF28,1.00,UP,97.17,1,conserved peptide upstream open reading frame 28
AT1G70810.1,AT1G70810,,1.00,UP,23.54,1,calcium-dependent lipid-binding domain
AT1G70820.1,AT1G70820,,1.00,UP,20.77,1,phosphoglucomutase-like protein
AT1G70830.1,AT1G70830,MLP28,1.00,UP,51.06,1,MLP-like protein 28
AT1G70830.3,AT1G70830,MLP28,1.00,UP,25.65,1,MLP-like protein 28
AT1G70830.4,AT1G70830,MLP28,1.00,UP,47.22,1,MLP-like protein 28
AT1G70830.5,AT1G70830,MLP28,1.00,UP,117.41,1,MLP-like protein 28
AT1G70850.1,AT1G70850,MLP34,1.00,UP,84.29,1,MLP-like protein 34
AT1G70850.3,AT1G70850,MLP34,1.00,UP,106.71,1,MLP-like protein 34
AT1G70890.1,AT1G70890,MLP43,1.00,UP,50.69,1,MLP-like protein 43
AT1G70940.1,AT1G70940,PIN3,1.00,UP,17.50,1,auxin efflux carrier component 3
AT1G71020.1,AT1G71020,,1.00,UP,11.26,1,U-box domain-containing protein 10
AT1G71030.1,AT1G71030,ATMYBL2,1.00,UP,19.99,1,myb proto-oncogene protein
AT1G71040.1,AT1G71040,LPR2,1.00,UP,12.34,1,cupredoxin-like protein
AT1G71080.1,AT1G71080,,1.00,UP,6.83,1,RNA polymerase II transcription elongation factor
AT1G71090.1,AT1G71090,,1.00,UP,11.37,1,auxin efflux carrier-like protein
AT1G71130.1,AT1G71130,,1.00,UP,7.91,1,ethylene-responsive transcription factor ERF070
AT1G71170.1,AT1G71170,,1.00,UP,16.55,1,6-phosphogluconate dehydrogenase-like protein
AT1G71260.1,AT1G71260,ATWHY2,1.00,UP,9.17,1,protein WHIRLY 2
AT1G71310.2,AT1G71310,,1.00,UP,9.52,1,cobalt ion binding protein
AT1G71480.1,AT1G71480,,1.00,UP,9.61,1,nuclear transport factor 2-like protein
AT1G71500.1,AT1G71500,,1.00,UP,72.55,1,Rieske (2Fe-2S) domain-containing protein
AT1G71720.1,AT1G71720,,1.00,UP,17.09,1,small subunit ribosomal protein S1
AT1G71730.1,AT1G71730,,1.00,UP,20.96,1,Gcn5-interacting protein
AT1G71820.1,AT1G71820,SEC6,1.00,UP,10.47,1,protein SEC6
AT1G71840.1,AT1G71840,,1.00,UP,12.41,1,transducin/WD-40 repeat-containing protein
AT1G71880.1,AT1G71880,SUC1,1.00,UP,14.89,1,sucrose transport protein SUC1
AT1G71950.1,AT1G71950,,1.00,UP,17.85,1,Proteinase inhibitor; propeptide
AT1G71980.1,AT1G71980,,1.00,UP,17.53,1,protease-associated and C3HC4-type RING finger domain-containing protein
AT1G72010.1,AT1G72010,,1.00,UP,19.09,1,transcription factor TCP22
AT1G72020.1,AT1G72020,,1.00,UP,121.33,1,uncharacterized protein
AT1G72030.1,AT1G72030,,1.00,UP,12.81,1,Acyl-CoA N-acyltransferases-like protein
AT1G72090.1,AT1G72090,,1.00,UP,8.01,1,Methylthiotransferase
AT1G72150.1,AT1G72150,PATL1,1.00,UP,88.39,1,patellin-1
AT1G72160.1,AT1G72160,,1.00,UP,11.22,1,patellin-3
AT1G72170.1,AT1G72170,,1.00,UP,16.99,1,uncharacterized protein
AT1G72340.1,AT1G72340,,1.00,UP,10.92,1,eukaryotic translation initiation factor 2B domain-containing protein
AT1G72430.1,AT1G72430,,1.00,UP,24.50,1,SAUR-like auxin-responsive protein family
AT1G72510.2,AT1G72510,,1.00,UP,12.15,1,uncharacterized protein
AT1G72610.1,AT1G72610,GLP1,1.00,UP,169.06,1,germin-like protein subfamily 3 member 1
AT1G72640.1,AT1G72640,,1.00,UP,13.20,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT1G72645.1,AT1G72645,,1.00,UP,55.13,1,uncharacterized protein
AT1G72710.1,AT1G72710,CKL2,1.00,UP,31.30,1,casein kinase 1-like protein 2
AT1G72750.1,AT1G72750,ATTIM23-2,1.00,UP,22.10,1,translocase inner membrane subunit 23-2
AT1G72820.1,AT1G72820,,1.00,UP,10.39,1,Mitochondrial substrate carrier family protein
AT1G72930.1,AT1G72930,TIR,1.00,UP,22.91,1,toll/interleukin-1 receptor-like protein
AT1G72970.2,AT1G72970,HTH,1.00,UP,10.60,1,protein HOTHEAD
AT1G73030.1,AT1G73030,VPS46.2,1.00,UP,15.81,1,SNF7-like protein
AT1G73060.1,AT1G73060,LPA3,1.00,UP,13.44,1,low PSII accumulation 3 protein
AT1G73110.1,AT1G73110,,1.00,UP,19.42,1,putative Rubisco activase 2
AT1G73120.1,AT1G73120,,1.00,UP,36.76,1,uncharacterized protein
AT1G73230.1,AT1G73230,,1.00,UP,52.61,1,nascent polypeptide-associated complex subunit beta
AT1G73260.1,AT1G73260,ATKTI1,1.00,UP,10.14,1,kunitz trypsin inhibitor 1
AT1G73330.1,AT1G73330,ATDR4,1.00,UP,138.90,1,drought-repressed 4 protein
AT1G73350.2,AT1G73350,,1.00,UP,8.34,1,uncharacterized protein
AT1G73490.1,AT1G73490,,1.00,UP,9.89,1,RNA recognition motif-containing protein
AT1G73490.2,AT1G73490,,1.00,UP,7.02,1,RNA recognition motif-containing protein
AT1G73530.1,AT1G73530,,1.00,UP,26.00,1,RNA recognition motif-containing protein
AT1G73540.1,AT1G73540,NUDT21,1.00,UP,12.41,1,nudix hydrolase 21
AT1G73600.2,AT1G73600,,1.00,UP,47.39,1,putative phosphoethanolamine N-methyltransferase 3
AT1G73650.2,AT1G73650,,1.00,UP,10.72,1,uncharacterized protein
AT1G73655.1,AT1G73655,,1.00,UP,59.29,1,FKBP-like peptidyl-prolyl cis-trans isomerase-like protein
AT1G73840.1,AT1G73840,ESP1,1.00,UP,10.92,1,hydroxyproline-rich glycoprotein-like protein
AT1G73870.1,AT1G73870,,1.00,UP,8.57,1,zinc finger protein CONSTANS-LIKE 7
AT1G73885.1,AT1G73885,,1.00,UP,114.56,1,uncharacterized protein
AT1G73940.1,AT1G73940,,1.00,UP,29.51,1,uncharacterized protein
AT1G74050.1,AT1G74050,,1.00,UP,60.26,1,60S ribosomal protein L6-3
AT1G74060.1,AT1G74060,,1.00,UP,29.60,1,60S ribosomal protein L6-2
AT1G74070.1,AT1G74070,,1.00,UP,23.39,1,cyclophilin-like peptidyl-prolyl cis-trans isomerase-like protein
AT1G74090.1,AT1G74090,SOT18,1.00,UP,8.24,1,sulfotransferase 18
AT1G74100.1,AT1G74100,ATSOT16,1.00,UP,16.98,1,sulfotransferase 16
AT1G74210.1,AT1G74210,,1.00,UP,9.16,1,glycerophosphoryl diester phosphodiesterase
AT1G74230.1,AT1G74230,GR-RBP5,1.00,UP,39.42,1,glycine-rich RNA-binding protein 5
AT1G74250.1,AT1G74250,,1.00,UP,14.84,1,DNAJ heat shock N-terminal domain-containing protein
AT1G74260.1,AT1G74260,PUR4,1.00,UP,9.96,1,phosphoribosylformylglycinamidine synthase
AT1G74270.1,AT1G74270,,1.00,UP,68.10,1,60S ribosomal protein L35a-3
AT1G74380.1,AT1G74380,XXT5,1.00,UP,12.11,1,xyloglucan 6-xylosyltransferase
AT1G74470.1,AT1G74470,,1.00,UP,250.12,1,geranylgeranyl diphosphate reductase
AT1G74520.1,AT1G74520,HVA22A,1.00,UP,11.80,1,HVA22-like protein a
AT1G74560.3,AT1G74560,NRP1,1.00,UP,31.64,1,template-activating factor I
AT1G74640.1,AT1G74640,,1.00,UP,16.34,1,putative alpha/beta-hydrolase-like protein
AT1G74660.1,AT1G74660,MIF1,1.00,UP,14.15,1,mini zinc finger 1
AT1G74670.1,AT1G74670,,1.00,UP,154.26,1,putative gibberellin-regulated protein
AT1G74730.1,AT1G74730,,1.00,UP,41.20,1,uncharacterized protein
AT1G74840.2,AT1G74840,,1.00,UP,21.22,1,myb family transcription factor
AT1G74880.1,AT1G74880,NDH-O,1.00,UP,48.62,1,NAD(P)H:plastoquinone dehydrogenase complex subunit O
AT1G74910.2,AT1G74910,,1.00,UP,7.48,1,ADP-glucose pyrophosphorylase-like protein
AT1G74920.2,AT1G74920,ALDH10A8,1.00,UP,29.43,1,betaine aldehyde dehydrogenase 1
AT1G75080.1,AT1G75080,BZR1,1.00,UP,9.62,1,brassinazole-resistant 1 protein
AT1G75163.1,AT1G75163,,1.00,UP,818.48,1,snoRNA
AT1G75166.1,AT1G75166,,1.00,UP,8930.92,1,snoRNA
AT1G75240.1,AT1G75240,HB33,1.00,UP,15.82,1,homeobox protein 33
